CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
94363772,2,1,N,M,79,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2003,VOLK,A,01,,H,,-,-,2024
94363772,3,1,N,M,68,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2023,BMW,A,01,,B,,-,-,2024
91975907,1,1,Y,M,22,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,AUDI,A,01,,O,,-,-,2023
91975907,2,1,N,M,33,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2014,MERZ,A,01,,B,,-,-,2023
94357246,1,1,Y,M,18,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2007,INFI,A,01,,H,,-,-,2024
94357246,2,1,N,F,72,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,TOYT,A,07,,A,,-,-,2024
94357246,3,1,N,F,22,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2022,TOYT,A,01,,A,,-,-,2024
9810486,1,4,Y,F,61,G,G,W,-,-,N,-,-,-,-,"- ",,,-,-,0,1,E,,-,L,04,,B,,-,-,2025
9664805,1,1,Y,F,16,G,G,S,L,B,Y,-,3,-,-,"- ",,,N,-,0,1,A,2012,-,A,01,,B,,-,-,2024
9664805,2,1,N,M,59,A,-,E,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,B,2003,-,A,01,,W,,-,-,2024
9690552,1,1,Y,M,32,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,FORD,A,01,,H,,-,-,2024
9690552,2,1,N,F,20,A,-,N,P,V,,-,3,-,-,"- ",,,N,-,0,1,B,,-,M,94,,A,,-,-,2024
9661288,1,1,Y,M,998,G,G,N,-,B,N,-,-,-,-,"- ",,,A,N,0,0,B,,-,A,01,,B,,-,-,2023
9661288,2,3,N,-,998,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,2009,-,A,01,,,,-,-,2023
9885935,1,1,Y,F,45,A,-,W,L,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2010,-,A,01,,B,,-,-,2025
9885935,2,1,N,M,55,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2024,-,A,01,,B,,-,-,2025
9885935,3,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2015,-,A,01,,,,-,-,2025
9885935,4,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2012,-,A,01,,,,-,-,2025
9890244,1,1,Y,F,19,A,-,E,L,B,N,-,-,-,-,"- ",,,N,-,0,1,B,2007,-,A,01,,H,,-,-,2025
9890244,2,1,N,M,26,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,2,B,2025,-,A,01,,O,,-,-,2025
9892578,1,4,Y,M,6,A,-,N,-,-,,-,-,-,,27,21650,1,A,-,0,1,B,,-,L,04,,B,,-,-,2025
9892578,2,1,N,M,40,A,-,S,M,G,Y,-,-,-,-,"- ",,,-,-,0,0,B,2019,-,A,01,,B,,-,-,2025
92247909,1,1,Y,M,36,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2014,HOND,A,01,,W,,-,-,2023
92247909,2,1,N,F,22,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2018,HOND,A,01,,W,,-,-,2023
9696890,1,1,Y,M,59,G,G,S,M,B,,-,-,-,-,"- ",,,N,-,0,1,B,2012,-,A,01,,H,,-,-,2024
9696890,2,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2012,-,A,01,,,,-,-,2024
9696890,3,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2019,-,A,01,,,,-,-,2024
9696890,4,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2006,-,A,01,,,,-,-,2024
9702652,1,1,Y,M,36,A,-,E,L,G,N,-,3,-,-,"- ",,,N,-,0,1,B,2022,-,A,01,,B,,-,-,2024
9702652,2,1,N,M,29,A,-,N,-,G,N,-,3,-,-,"- ",,,N,-,0,1,B,2008,-,A,01,,B,,-,-,2024
92311757,1,1,Y,M,45,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2011,FORD,D,22,,W,,-,-,2024
92311757,2,1,N,F,20,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2011,MERC,A,07,,O,,-,-,2024
9616904,1,1,Y,-,998,G,G,S,-,B,,-,-,-,-,"- ",,,A,-,0,0,Q,,-,A,01,,,,-,-,2023
9616904,2,2,N,M,40,G,G,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2023
9746333,1,1,Y,F,51,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2012,MINI,A,01,,H,,-,-,2024
9746333,2,1,N,M,48,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2005,FORD,A,01,,H,,-,-,2024
9619054,1,1,Y,M,998,G,G,W,L,B,,-,-,-,-,"- ",,,N,-,0,0,B,2014,-,A,07,,A,,-,-,2023
9619054,2,1,N,F,24,A,-,N,L,G,N,-,-,-,-,"- ",,,N,-,0,2,B,2005,-,A,07,,B,,-,-,2023
9633646,1,1,Y,M,39,A,-,N,M,B,,-,-,-,-,"- ",,,A,-,0,0,B,2021,-,A,01,,,,-,-,2023
9633646,2,1,N,F,32,C,-,W,L,G,,-,-,-,-,"- ",,,N,-,0,1,B,2018,-,A,01,,W,,-,-,2023
9872698,1,1,N,M,61,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2023,-,A,01,,B,,-,-,2025
9872698,2,1,Y,M,24,A,-,E,P,V,N,-,3,-,-,"- ",,,N,-,0,2,B,,-,O,05,,W,,-,-,2025
9693002,1,1,Y,F,51,A,-,S,M,G,Y,-,-,-,-,"- ",,,A,-,0,1,E,2010,-,A,01,,W,,-,-,2024
9693002,2,1,N,F,30,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2017,-,A,01,,H,,-,-,2024
9693002,3,1,N,M,34,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2001,FORD,D,22,,H,,-,-,2024
9706182,1,1,Y,M,57,A,-,E,L,G,Y,-,-,-,,25,22350,,A,N,0,2,B,2023,-,A,01,,O,,-,-,2024
9706182,2,1,N,M,65,A,-,N,M,F,Y,-,3,-,-,"- ",,,N,-,0,1,B,2010,-,A,01,,B,,-,-,2024
9678923,1,1,Y,M,23,A,-,W,L,G,,-,-,-,-,"- ",,,N,-,0,3,M,2012,FORD,A,01,,B,,-,-,2023
9678923,2,1,N,F,48,A,-,E,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2012,-,A,01,,H,,-,-,2023
92394504,1,1,Y,M,35,A,-,E,L,G,N,-,3,-,-,"- ",,,F,-,0,1,J,2009,HYUN,A,01,,B,D,-,-,2024
92394504,2,1,N,M,37,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2002,TOYT,D,22,,H,,-,-,2024
92420620,1,1,Y,M,25,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2016,CHEV,D,22,,H,,-,-,2024
92420620,2,1,N,M,58,A,-,E,P,W,N,-,3,-,-,"- ",,,N,-,0,1,B,2006,HOND,C,02,,W,,-,-,2024
92420620,3,1,N,F,36,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2022,TESL,A,01,,A,,-,-,2024
9872702,1,1,Y,M,998,G,G,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,M,,-,A,01,,B,,-,-,2025
9872702,2,2,N,M,33,G,G,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2025
9727349,1,1,Y,M,25,A,-,W,-,G,Y,-,-,-,-,"- ",,,-,-,0,0,B,2010,-,A,01,,H,,-,-,2024
9727349,2,1,N,F,33,A,-,S,M,G,Y,-,-,-,-,"- ",,,-,-,0,2,B,2022,-,A,01,,B,,-,-,2024
9618020,1,1,Y,M,19,A,-,E,L,G,Y,-,3,-,,33,21802,A,A,-,0,1,B,2019,-,A,01,,W,,-,-,2023
9618020,2,1,N,M,36,A,-,N,M,E,Y,-,3,-,-,"- ",,,-,-,0,0,B,,FORD,J,48,,H,,-,-,2023
9786227,1,1,Y,M,53,B,-,S,M,G,,-,-,-,,31,22107,,A,-,0,1,M,2023,-,A,01,,B,,-,-,2024
9684269,1,4,Y,M,13,A,-,S,-,-,N,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,,,-,-,2024
9684269,2,1,N,M,30,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2013,-,A,01,,H,,-,-,2024
9692026,1,1,N,M,17,A,-,E,M,A,,-,3,-,-,"- ",,,N,-,0,1,B,2004,AUDI,A,01,,H,,-,-,2024
9692026,2,1,N,M,22,A,-,W,L,G,,-,3,-,-,"- ",,,N,-,0,0,D,1999,-,A,01,,H,,-,-,2024
9905048,1,4,Y,M,40,G,G,S,-,-,,-,-,-,-,"- ",,,F,-,0,1,E,,-,L,04,,B,-,-,-,2025
9905048,2,1,N,F,19,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,-,A,01,,B,,-,-,2025
92137373,1,1,Y,M,37,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,FORD,D,22,,O,,-,-,2023
92137373,2,1,N,M,61,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,A,1995,JEEP,A,07,,W,,-,-,2023
92264214,1,1,N,F,50,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2019,MERZ,A,01,,A,,-,-,2023
92264214,2,1,N,F,34,A,-,W,M,G,N,-,3,-,-,"- ",,,N,-,0,2,B,2019,HOND,A,01,,B,,-,-,2023
92334549,1,1,Y,F,35,B,-,W,M,H,N,-,3,-,,25,22350,,A,-,0,1,B,2005,"HONDA ",A,01,,B,,-,-,2024
92334549,2,1,N,M,41,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,TOYT,A,01,,H,,-,-,2024
9735895,1,4,Y,F,20,G,G,E,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2024
9735895,2,3,N,-,998,H,H,W,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,,-,A,01,,,,-,-,2024
9743365,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2024
9743365,2,1,N,M,41,A,-,S,P,W,N,-,-,-,-,"- ",,,N,-,0,1,G,1992,-,C,02,,W,,-,-,2024
9744232,1,1,Y,M,30,A,-,E,L,H,N,-,3,-,-,"- ",,,N,-,0,1,B,2007,-,A,01,,B,,-,-,2024
9744232,2,1,N,M,33,A,-,W,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2015,-,A,01,,A,,-,-,2024
9744232,3,3,N,-,998,H,H,-,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2004,-,A,07,,,,-,-,2024
94440523,1,1,Y,F,33,A,-,N,L,H,N,-,1,-,-,"- ",,,N,-,0,1,B,2018,HYUN,A,01,,B,,-,-,2024
94440523,2,1,N,M,27,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2003,CHEV,D,22,,H,,-,-,2024
9745396,1,1,Y,F,998,G,G,E,B,-,,-,-,-,-,"- ",,,N,-,0,0,D,,-,C,06,,,,-,-,2024
9745396,2,2,N,M,26,G,G,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2024
9743789,1,1,Y,M,53,A,-,S,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,B,2011,-,A,01,,W,,-,-,2024
9743789,2,4,N,M,66,A,-,S,-,-,,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2024
9762997,1,1,Y,M,28,C,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2005,-,A,01,,B,,-,-,2024
9762997,2,1,N,F,60,A,-,W,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2007,-,A,01,,H,,-,-,2024
9764668,1,1,Y,M,77,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,L,2024,-,A,01,,W,,-,-,2024
9764668,2,1,N,F,75,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2018,-,A,01,,W,,-,-,2024
9639811,1,1,Y,M,55,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2005,-,A,01,,H,,-,-,2023
9639811,2,1,N,F,33,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2014,-,A,01,,H,,-,-,2023
9597199,1,1,Y,M,38,A,-,E,M,G,Y,-,-,-,-,"- ",,,A,-,0,0,B,2017,-,A,01,,W,,-,-,2023
9597199,2,1,N,M,44,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2014,-,A,01,,B,,-,-,2023
9649165,1,1,Y,-,998,G,G,S,N,B,,-,-,-,-,"- ",,,A,N,0,0,E,,-,-,99,,,,-,-,2023
9649165,2,1,N,F,18,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2009,-,A,01,,H,,-,-,2023
9771219,1,1,Y,M,23,G,G,E,L,E,Y,-,-,-,-,"- ",,,A,-,0,1,B,2014,-,A,01,,H,,-,-,2024
9771219,2,1,N,M,37,A,-,N,L,G,Y,-,-,-,-,"- ",,,M,-,0,1,A,2023,-,A,01,,O,,-,-,2024
9791468,1,1,Y,F,73,A,-,W,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,D,2015,-,A,01,,W,,-,-,2025
9791468,2,2,N,M,16,A,-,-,-,-,O,-,3,-,-,"- ",,,-,-,0,1,R,,-,N,60,,O,,-,-,2025
9791750,1,1,Y,-,998,G,G,N,-,B,,-,-,-,-,"- ",,,N,-,0,0,E,,-,A,01,,,,-,-,2024
9791750,2,2,N,M,22,A,-,N,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,N,60,,B,,-,-,2024
9798415,1,5,Y,-,998,D,-,W,-,-,O,-,3,-,,25,22350,,A,-,0,1,B,2020,-,M,94,,,,-,-,2025
9824058,1,1,Y,M,39,G,G,N,M,F,Y,-,3,-,-,"- ",,,N,-,0,0,B,2002,-,A,01,,H,,-,-,2025
9824058,2,1,N,F,23,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2010,-,A,01,,B,,-,-,2025
9825726,1,1,N,M,61,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2013,FORD,A,01,,O,,-,-,2025
9825726,2,4,Y,F,28,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2025
9699914,1,1,Y,M,998,G,G,W,B,-,,-,3,-,-,"- ",,,N,-,0,0,B,,-,A,01,,W,,-,-,2024
9699914,2,1,N,F,51,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2018,-,A,01,,B,,-,-,2024
9704184,1,1,Y,F,23,A,-,N,M,F,Y,-,-,-,-,"- ",,,N,-,0,0,D,2020,FORD,I,11,,W,,-,-,2024
9704184,2,1,N,M,22,A,-,N,M,F,Y,-,-,-,-,"- ",,,N,-,0,1,B,2010,-,A,01,,B,,-,-,2024
9731421,1,1,N,M,72,A,-,E,-,W,,-,3,-,-,"- ",,,N,-,0,1,B,2017,-,C,02,,B,,-,-,2024
94429174,1,1,Y,M,33,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,HYUN,A,01,,W,,-,-,2024
94429174,2,1,N,M,44,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2023,TOYT,A,08,,A,,-,-,2024
9868514,1,1,Y,-,998,G,G,S,B,-,,-,2,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2025
9868514,2,1,N,F,23,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,A,2021,-,A,01,,B,,-,-,2025
9742140,1,4,Y,M,25,-,-,N,-,-,,-,3,-,-,"- ",,,-,-,0,1,-,,-,L,04,,O,,-,-,2024
9742140,2,1,N,M,53,-,-,S,M,G,Y,-,-,-,-,"- ",,,-,-,0,0,-,2022,-,D,22,,B,,-,-,2024
9761649,1,1,Y,M,21,A,-,S,M,G,Y,-,-,-,-,"- ",,,A,-,0,0,E,2019,-,A,01,,B,,-,-,2024
9761649,2,2,N,M,35,A,-,E,-,-,O,-,-,-,-,"- ",,,-,-,0,1,B,,-,N,60,,H,,-,-,2024
9761649,3,2,N,M,39,A,-,E,-,-,O,-,-,-,-,"- ",,,-,-,0,1,B,,-,N,60,,W,,-,-,2024
9714744,1,1,Y,M,51,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,D,2023,-,A,01,,O,,-,-,2023
9714744,2,1,N,-,998,G,G,E,L,B,,-,-,-,-,"- ",,,N,-,0,0,B,2009,-,A,08,,,,-,-,2023
9470028,1,1,Y,-,998,G,G,N,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2023
9470028,2,1,N,M,24,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,A,2009,-,A,01,,B,,-,-,2023
9470028,3,1,N,M,51,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,A,2009,FORD,A,01,,W,,-,-,2023
9590176,1,1,N,M,38,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,E,2021,-,A,01,,A,,-,-,2023
9590176,2,1,N,M,25,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2011,-,A,01,,B,,-,-,2023
9562326,1,1,Y,-,998,G,G,E,L,B,,-,-,-,-,"- ",,,N,-,0,0,B,2002,-,A,01,,,,-,-,2023
9562326,2,1,N,M,62,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2013,-,A,01,,B,,-,-,2023
9652087,1,1,Y,F,80,A,-,S,L,B,,-,3,-,-,"- ",,,M,-,0,1,Q,2024,-,A,01,,A,,-,-,2023
9652087,2,1,N,F,21,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2020,-,A,01,,W,,-,-,2023
9652087,3,3,N,-,998,H,H,W,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2016,-,A,01,,,,-,-,2023
92301648,1,1,Y,M,31,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,J,2008,HOND,A,01,,H,,-,-,2024
9756568,1,1,Y,F,998,G,G,E,M,B,N,-,-,-,-,"- ",,,A,-,0,0,B,2015,-,A,01,,B,,-,-,2024
9756568,2,1,N,F,22,A,-,E,-,G,Y,-,-,-,-,"- ",,,N,-,0,1,A,2013,-,A,01,,B,,-,-,2024
9790456,1,1,Y,-,998,G,G,W,-,-,,-,-,-,-,"- ",,,-,-,0,0,G,,-,A,01,,,,-,-,2025
9790456,2,2,N,F,67,G,G,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2025
92345107,1,1,Y,F,34,B,-,N,M,G,Y,-,3,-,,31,22107,,A,-,0,1,R,2006,CADI,A,01,,W,,-,-,2024
92345107,2,3,N,-,998,H,H,N,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2024,INTL,G,25,35,,,-,-,2024
92383978,1,1,Y,F,79,A,-,W,M,G,Y,-,3,-,-,"- ",,,F,-,0,1,R,2021,ACUR,A,01,,W,K,-,-,2024
91987167,1,1,Y,M,18,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2019,MERZ,A,01,,W,,-,-,2023
91987167,2,1,N,M,22,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2015,JEEP,A,07,,A,,-,-,2023
92066517,1,1,Y,M,40,B,-,E,L,G,N,-,3,-,,27,21651,B,A,-,0,1,Q,2008,FORD,D,22,,B,,-,-,2023
92066517,2,1,N,M,45,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2020,FORD,D,22,,B,,-,-,2023
9619161,1,1,Y,M,22,A,-,S,M,G,Y,-,-,-,-,"- ",,,F,-,0,0,B,2012,-,A,01,,W,-,-,-,2023
9619161,2,1,N,M,58,A,-,W,M,G,,-,-,-,-,"- ",,,N,-,0,1,B,2013,-,A,01,,B,,-,-,2023
9641868,1,1,Y,M,22,A,-,E,M,G,N,-,-,-,-,"- ",,,N,-,0,0,B,2016,FORD,A,01,,H,,-,-,2023
9641868,2,1,N,M,37,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2018,-,A,01,,H,,-,-,2023
92096789,1,1,Y,M,35,A,-,S,M,H,N,-,4,-,-,"- ",,,N,-,0,1,B,2011,KIA,A,07,,H,,-,-,2023
92096789,2,1,N,M,55,A,-,S,M,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2016,FRHT,G,25,31,W,,-,-,2023
92100112,1,1,Y,F,32,A,-,W,L,G,Y,-,4,-,-,"- ",,,N,-,0,1,B,2020,MAZD,A,07,,O,,-,-,2023
92100112,2,1,N,M,34,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2018,FORD,A,08,,A,,-,-,2023
9679813,1,1,Y,M,39,A,-,E,L,G,N,-,3,-,-,"- ",,,-,-,0,0,E,2005,-,A,01,,W,,-,-,2024
9679813,2,1,N,M,18,A,-,S,L,G,N,-,3,-,-,"- ",,,-,-,0,1,B,2012,-,A,01,,O,,-,-,2024
9691659,1,1,Y,F,22,A,-,S,M,G,Y,-,3,-,-,"- ",,,E,-,0,0,E,2018,-,A,07,,W,,-,-,2024
9691659,2,1,N,M,31,A,-,E,M,G,N,-,3,-,-,"- ",,,N,-,0,1,B,2003,AUDI,A,01,,B,,-,-,2024
9736991,1,1,Y,M,33,A,-,S,M,G,Y,-,-,-,-,"- ",,,E,-,0,0,E,1980,-,D,22,,H,,-,-,2024
9736991,2,1,N,M,41,A,-,W,M,G,,-,-,-,,25,22350,,A,-,0,1,B,1984,-,A,01,,W,,-,-,2024
9742717,1,1,Y,M,40,G,G,E,B,-,,-,3,-,,25,22350,,A,-,0,0,B,2017,FORD,F,26,,B,,-,-,2024
9742717,2,1,N,F,65,G,G,E,M,B,,-,3,-,-,"- ",,,N,-,0,1,A,2004,-,D,22,,W,,-,-,2024
94402411,1,1,Y,M,21,B,-,E,L,G,N,-,3,-,,31,22107,,A,-,0,0,R,2020,TOYT,A,01,,H,,-,-,2024
94402411,2,1,N,M,35,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,2,B,2024,TOYT,A,01,,O,,-,-,2024
92173361,1,1,Y,F,65,A,-,W,L,G,N,-,3,-,-,"- ",,,N,-,0,1,B,2020,TOYT,A,01,,W,,-,-,2023
92173361,2,1,N,M,41,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2011,HOND,A,08,,O,,-,-,2023
91975834,1,1,Y,M,56,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2011,LEXS,A,01,,B,,-,-,2023
91975834,2,1,N,F,54,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2021,TESL,A,07,,W,,-,-,2023
91975834,3,1,N,M,44,A,-,W,M,G,Y,-,3,-,,00,22335,,A,-,0,0,B,1995,FORD,A,08,,H,,-,-,2023
94828552,1,1,Y,M,32,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2021,HYUN,A,01,,W,,-,-,2025
94828552,2,1,N,F,52,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2020,HOND,A,01,,H,,-,-,2025
94828552,3,1,N,M,40,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2024,TOYT,A,01,,H,,-,-,2025
94851715,1,1,Y,M,29,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,DODG,J,48,,H,,-,-,2025
94851715,2,1,N,F,25,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,H,2024,KIA,A,01,,O,,-,-,2025
91984799,1,1,N,F,20,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2020,TOYT,A,01,,H,,-,-,2023
91984799,2,1,Y,M,28,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2020,CHEV,A,01,,H,,-,-,2023
92118347,1,1,Y,M,30,A,-,E,M,G,N,-,3,-,-,"- ",,,N,-,0,1,R,2005,BMW,A,07,,B,,-,-,2023
9671324,1,1,Y,M,25,A,-,W,L,G,Y,-,-,-,-,"- ",,,F,-,0,2,B,2013,-,A,01,,W,-,-,-,2023
9671324,2,1,N,M,67,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2018,FORD,A,08,,B,,-,-,2023
92442297,1,1,Y,M,52,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2012,HOND,A,01,,A,,-,-,2024
92442297,2,1,N,F,49,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2019,CHEV,A,07,,B,,-,-,2024
92093634,1,1,Y,M,63,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2005,FORD,A,01,,W,,-,-,2023
92093634,2,1,N,M,25,A,-,W,M,G,N,-,3,-,-,"- ",,,N,-,0,1,A,2014,LEXS,A,01,,B,,-,-,2023
92093634,3,1,N,M,54,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2020,HOND,A,01,,B,,-,-,2023
94378943,1,1,Y,M,38,A,-,W,L,G,Y,-,4,-,-,"- ",,,N,-,0,1,C,2012,FRHT,F,26,,H,,-,-,2024
92122781,1,1,Y,-,998,A,-,W,B,B,Y,-,3,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2023
92122781,2,1,N,M,63,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2000,SUBA,A,01,,,,-,-,2023
92122781,3,1,N,F,22,A,-,W,M,G,N,-,3,-,-,"- ",,,N,-,0,0,A,2022,RAM,D,22,,W,,-,-,2023
92066512,1,1,N,F,29,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,JEEP,A,07,,B,,-,-,2023
92066512,2,1,N,M,31,A,-,W,P,P,Y,-,3,-,-,"- ",,,N,-,0,1,B,2020,KAWK,C,02,,W,,-,-,2023
92094841,1,1,Y,F,22,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,FORD,A,01,,B,,-,-,2023
